City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
295,Sault Sainte Marie,CA,2022-04-29 19:31:12,46.5168,-84.3333,55.22,20,0,14.97
296,Ashta,IN,2022-04-29 19:35:36,23.0167,76.7167,89.89,16,0,14.47
297,Necochea,AR,2022-04-29 19:35:36,-38.5473,-58.7368,52.99,51,89,10.56
298,Djougou,BJ,2022-04-29 19:35:37,9.7085,1.666,84.2,45,90,9.35
299,Nadigaon,IN,2022-04-29 19:32:53,26.1167,79.0333,94.1,12,12,4.45
300,Morondava,MG,2022-04-29 19:35:37,-20.2833,44.2833,77.92,70,1,4.59
301,Inirida,CO,2022-04-29 19:35:38,3.8653,-67.9239,78.62,92,100,2.15
302,Sechura,PE,2022-04-29 19:35:38,-5.5569,-80.8222,79.05,58,34,13.42
303,Cienfuegos,CU,2022-04-29 19:34:27,22.1461,-80.4356,84.34,51,20,12.66
304,Zalantun,CN,2022-04-29 19:35:39,48.0,122.7167,37.81,75,100,20.15
305,Antalaha,MG,2022-04-29 19:35:39,-14.9003,50.2788,75.11,82,88,8.41
306,Pimentel,PE,2022-04-29 19:35:39,-6.8367,-79.9342,73.69,64,0,14.97
307,Varhaug,NO,2022-04-29 19:35:40,58.6147,5.6457,46.47,76,2,13.96
308,Touros,BR,2022-04-29 19:33:23,-5.1989,-35.4608,81.55,70,93,13.2
309,Yerbogachen,RU,2022-04-29 19:35:40,61.2767,108.0108,38.73,99,100,6.46
310,Geraldton,AU,2022-04-29 19:35:41,-28.7667,114.6,59.41,58,0,9.22
311,Pevek,RU,2022-04-29 19:35:41,69.7008,170.3133,15.01,95,100,8.9
312,Pingliang,CN,2022-04-29 19:35:42,35.5392,106.6861,43.97,85,100,15.12
313,Ilulissat,GL,2022-04-29 19:35:42,69.2167,-51.1,23.02,80,75,12.66
314,Codrington,AU,2022-04-29 19:35:43,-38.2667,141.9667,51.57,79,0,13.4
315,Katherine,AU,2022-04-29 19:35:43,-14.4667,132.2667,80.92,65,42,4.61
316,Mahebourg,MU,2022-04-29 19:35:43,-20.4081,57.7,72.25,88,20,1.14
317,Schwedt,DE,2022-04-29 19:35:44,53.0596,14.2815,56.57,63,97,5.77
318,Lazaro Cardenas,MX,2022-04-29 19:36:44,17.9583,-102.2,83.95,58,14,11.03
319,Xinye,CN,2022-04-29 19:36:45,32.5186,112.3522,52.72,86,79,1.61
320,Algeciras,ES,2022-04-29 19:36:45,36.1333,-5.4505,62.28,77,20,8.05
321,Panzhihua,CN,2022-04-29 19:36:45,26.5851,101.7128,68.99,40,93,1.16
322,Purushottampur,IN,2022-04-29 19:36:46,19.5333,84.8833,79.03,84,66,3.24
323,Kailua,US,2022-04-29 19:36:46,21.4022,-157.7394,80.58,74,75,13.8
324,Mumbwa,ZM,2022-04-29 19:36:47,-14.9783,27.0619,61.12,79,33,3.96
325,Aklavik,CA,2022-04-29 19:36:47,68.2191,-135.0107,33.8,60,0,10.36
326,Tromso,NO,2022-04-29 19:34:57,69.6496,18.957,29.37,86,75,3.44
327,Ambulu,ID,2022-04-29 19:36:48,-8.345,113.6058,76.23,89,54,2.46
328,Wajir,KE,2022-04-29 19:36:48,1.7471,40.0573,81.64,66,11,8.34
329,Shelburne,CA,2022-04-29 19:36:49,44.0787,-80.2041,56.23,23,4,6.6
330,Sao Filipe,CV,2022-04-29 19:36:49,14.8961,-24.4956,72.16,74,0,10.58
331,Naryan-Mar,RU,2022-04-29 19:36:49,67.6713,53.087,17.26,90,97,14.47
332,Finschhafen,PG,2022-04-29 19:36:50,-6.6024,147.8681,79.2,80,29,4.59
333,Laela,TZ,2022-04-29 19:36:50,-8.5667,32.05,58.39,94,39,4.43
334,Edd,ER,2022-04-29 19:36:51,13.9297,41.6925,86.32,63,22,4.43
335,Puerto Escondido,MX,2022-04-29 19:36:52,15.85,-97.0667,86.83,70,0,9.22
336,Saint George,US,2022-04-29 19:36:52,37.1041,-113.5841,74.79,14,0,8.99
337,Sandwick,GB,2022-04-29 19:36:53,60.0,-1.25,44.42,76,11,3.44
338,Hasaki,JP,2022-04-29 19:36:53,35.7333,140.8333,45.28,74,39,30.76
339,Kavieng,PG,2022-04-29 19:36:55,-2.5744,150.7967,81.73,77,100,6.46
340,Marsa Matruh,EG,2022-04-29 19:36:56,31.3525,27.2453,64.6,82,0,11.5
341,Jumla,NP,2022-04-29 19:36:56,29.2747,82.1838,51.76,67,8,4.18
342,Northam,GB,2022-04-29 19:36:57,51.0333,-4.2167,52.66,71,99,8.63
343,Les Cayes,HT,2022-04-29 19:36:58,18.2,-73.75,80.71,68,64,7.23
344,Guanica,PR,2022-04-29 19:36:58,17.9716,-66.908,84.51,66,54,9.4
345,Kushmurun,KZ,2022-04-29 19:36:59,52.4503,64.6311,56.68,59,29,12.84
346,Anshun,CN,2022-04-29 19:37:00,26.25,105.9333,58.53,97,100,6.6
347,Sherlovaya Gora,RU,2022-04-29 19:37:00,50.5667,116.25,29.07,35,99,3.62
348,Rincon,US,2022-04-29 19:37:01,32.296,-81.2354,78.76,36,75,11.5
349,Atherton,GB,2022-04-29 19:37:01,53.5237,-2.4935,54.21,56,10,1.01
350,Rapid Valley,US,2022-04-29 19:37:02,44.0625,-103.1463,47.77,91,100,12.66
351,Pavlogradka,RU,2022-04-29 19:37:03,54.2024,73.5592,61.43,43,100,8.41
352,Kamaishi,JP,2022-04-29 19:37:04,39.2667,141.8833,36.68,93,98,10.56
353,Padang,ID,2022-04-29 19:37:04,-0.9492,100.3543,78.51,86,100,2.95
354,Nome,US,2022-04-29 19:34:34,64.5011,-165.4064,40.15,70,0,16.11
355,Pemangkat,ID,2022-04-29 19:37:05,1.1667,108.9667,78.55,88,57,4.43
356,Bakchar,RU,2022-04-29 19:37:06,57.0186,82.0711,53.42,85,100,2.28
357,Muroto,JP,2022-04-29 19:37:07,33.2833,134.15,55.74,71,19,14.61
358,Port Shepstone,ZA,2022-04-29 19:37:07,-30.7414,30.455,69.66,84,100,17.63
359,Alekseyevka,RU,2022-04-29 19:37:08,50.6309,38.6903,44.51,69,90,7.74
360,Carutapera,BR,2022-04-29 19:37:09,-1.195,-46.02,80.38,81,100,7.29
361,Booue,GA,2022-04-29 19:37:09,-0.0921,11.9385,72.86,92,100,0.13
362,Abu Kamal,SY,2022-04-29 19:37:10,34.4506,40.9171,81.93,28,2,7.45
363,Karratha,AU,2022-04-29 19:38:10,-20.7377,116.8463,75.78,64,100,11.9
364,Solnechnyy,RU,2022-04-29 19:38:11,50.7214,136.6319,23.59,82,12,4.03
365,Lata,PT,2022-04-29 19:38:11,40.1629,-8.3327,59.25,70,0,1.48
366,Venancio Aires,BR,2022-04-29 19:38:12,-29.6064,-52.1919,69.84,73,0,4.5
367,Bahia Blanca,AR,2022-04-29 19:35:28,-38.7196,-62.2724,55.63,26,65,0.74
368,Taltal,CL,2022-04-29 19:38:12,-25.4,-70.4833,63.93,73,86,3.13
369,Cherskiy,RU,2022-04-29 19:38:13,68.75,161.3,5.58,97,94,6.51
370,Zahir Pir,PK,2022-04-29 19:38:13,28.8124,70.524,92.14,12,1,6.98
371,Arraias,BR,2022-04-29 19:38:14,-12.9288,-46.9437,83.05,38,70,4.27
372,Meulaboh,ID,2022-04-29 19:38:14,4.1363,96.1285,77.34,90,93,2.86
373,Upington,ZA,2022-04-29 19:38:15,-28.4478,21.2561,57.58,47,0,3.44
374,Fairbanks,US,2022-04-29 19:35:49,64.8378,-147.7164,50.23,50,0,3.0
375,Mizan Teferi,ET,2022-04-29 19:38:15,6.9833,35.5833,61.45,96,76,3.89
376,Mildura,AU,2022-04-29 19:36:57,-34.2,142.15,55.36,100,65,5.75
377,Lebanon,US,2022-04-29 19:33:52,36.2081,-86.2911,81.09,47,81,9.13
378,Carnarvon,AU,2022-04-29 19:38:16,-24.8667,113.6333,64.47,52,0,12.66
379,Challapata,BO,2022-04-29 19:38:16,-18.9,-66.7667,58.59,28,46,5.08
380,Alofi,NU,2022-04-29 19:38:17,-19.0595,-169.9187,78.69,89,59,6.91
381,Te Anau,NZ,2022-04-29 19:38:17,-45.4167,167.7167,49.28,93,88,2.75
382,Coruripe,BR,2022-04-29 19:38:18,-10.1256,-36.1756,78.62,73,96,7.4
383,Loralai,PK,2022-04-29 19:37:41,30.3705,68.598,75.67,19,13,6.51
384,Hobyo,SO,2022-04-29 19:38:18,5.3505,48.5268,84.27,72,100,10.83
385,San Quintin,MX,2022-04-29 19:38:19,30.4833,-115.95,64.69,59,0,15.99
386,Tucuman,AR,2022-04-29 19:38:19,-26.8241,-65.2226,57.2,77,100,5.75
387,Coihaique,CL,2022-04-29 19:38:20,-45.5752,-72.0662,48.15,49,20,4.61
388,Manaure,CO,2022-04-29 19:38:20,11.7751,-72.4445,84.11,71,100,13.87
389,La Reforma,MX,2022-04-29 19:38:20,25.0833,-108.05,85.84,33,0,13.62
390,Chandbali,IN,2022-04-29 19:38:21,20.7833,86.7667,80.35,81,5,11.88
391,Borovskoy,KZ,2022-04-29 19:38:21,53.8,64.15,51.76,57,89,14.18
392,Den Helder,NL,2022-04-29 19:38:22,52.9599,4.7593,48.18,77,100,10.0
393,Labuhan,ID,2022-04-29 19:38:22,-6.8844,112.2051,80.46,83,91,3.69
394,Noumea,NC,2022-04-29 19:38:23,-22.2763,166.4572,73.99,99,77,16.2
395,Talnakh,RU,2022-04-29 19:38:23,69.4865,88.3972,2.5,98,100,4.03
396,Thyboron,DK,2022-04-29 19:38:24,56.6985,8.2124,45.18,83,15,12.37
397,Aboisso,CI,2022-04-29 19:38:24,5.4678,-3.2071,78.71,88,23,5.82
398,Isangel,VU,2022-04-29 19:38:24,-19.55,169.2667,74.91,87,100,22.88
399,Tecoanapa,MX,2022-04-29 19:38:25,16.5167,-98.75,87.93,52,9,13.69
400,Maridi,SS,2022-04-29 19:38:25,4.9158,29.4742,70.86,84,100,7.29
401,Krasnoborsk,RU,2022-04-29 19:38:26,61.5598,45.934,31.26,80,91,7.85
402,Zyryanka,RU,2022-04-29 19:38:26,65.75,150.85,11.98,96,95,4.85
403,Broken Hill,AU,2022-04-29 19:38:26,-31.95,141.4333,56.91,88,100,8.05
404,Plouzane,FR,2022-04-29 19:38:27,48.3833,-4.6167,51.85,82,0,10.36
405,Constitucion,CL,2022-04-29 19:38:27,-35.3333,-72.4167,60.89,50,9,14.52
406,Gat,IL,2022-04-29 19:38:28,31.61,34.7642,83.39,29,80,7.14
407,Kidal,ML,2022-04-29 19:38:28,18.4411,1.4078,88.25,6,26,8.61
408,Salinas,US,2022-04-29 19:38:28,36.6777,-121.6555,74.98,52,0,10.36
409,Tazovskiy,RU,2022-04-29 19:38:29,67.4667,78.7,7.36,84,5,10.02
410,Baykit,RU,2022-04-29 19:39:29,61.67,96.37,39.83,100,92,3.02
411,Champerico,GT,2022-04-29 19:39:30,14.3,-91.9167,91.94,64,66,8.95
412,Shemysheyka,RU,2022-04-29 19:39:30,52.892,45.3928,46.24,86,100,3.13
413,Pizarro,CO,2022-04-29 19:39:30,4.9533,-77.366,83.79,71,76,9.19
414,Svetlogorsk,BY,2022-04-29 19:39:31,52.6333,29.7333,41.7,75,58,5.93
415,Samoylovka,RU,2022-04-29 19:39:31,51.184,43.7081,52.7,61,98,5.64
416,Kyabram,AU,2022-04-29 19:39:31,-36.3167,145.05,53.87,85,84,12.88
417,Byron Bay,AU,2022-04-29 19:39:32,-28.65,153.6167,66.09,86,92,4.14
418,Marystown,CA,2022-04-29 19:39:32,47.1666,-55.1483,43.32,85,100,8.23
419,Yulara,AU,2022-04-29 19:39:33,-25.2406,130.9889,62.44,59,75,11.5
420,Qandala,SO,2022-04-29 19:39:33,11.472,49.8728,86.31,55,54,7.43
421,Erzin,TR,2022-04-29 19:39:33,36.9559,36.2,69.01,56,0,3.94
422,Oruro,BO,2022-04-29 19:39:34,-17.9833,-67.15,59.49,41,75,9.22
423,Sibu,MY,2022-04-29 19:39:34,2.3,111.8167,77.31,94,40,2.3
424,Rafai,CF,2022-04-29 19:39:35,4.95,23.9167,70.66,96,100,5.35
425,Phulpur,IN,2022-04-29 19:39:35,25.55,82.1,91.02,11,0,3.4
426,Agfalva,HU,2022-04-29 19:39:36,47.6899,16.5166,56.19,64,5,4.43
427,Dwarka,IN,2022-04-29 19:39:36,22.2394,68.9678,83.77,77,0,11.79
428,Darnah,LY,2022-04-29 19:39:36,32.767,22.6367,62.17,89,10,8.39
429,Russell,US,2022-04-29 19:39:37,32.3502,-85.1999,82.11,36,40,10.36
430,Ixtapa,MX,2022-04-29 19:39:37,20.7,-105.2,79.83,65,0,12.66
431,Cobija,BO,2022-04-29 19:39:38,-11.0267,-68.7692,93.38,59,75,3.44
432,Omsukchan,RU,2022-04-29 19:39:38,62.5333,155.8,21.0,94,100,6.08
433,Puerto Ayacucho,VE,2022-04-29 19:39:39,5.6639,-67.6236,86.97,68,87,6.22
434,Arona,ES,2022-04-29 19:39:39,28.0996,-16.681,62.82,66,20,18.41
435,Berlevag,NO,2022-04-29 19:39:39,70.8578,29.0864,28.4,64,75,26.46
436,Muncar,ID,2022-04-29 19:39:40,-8.4333,114.3333,77.31,91,45,2.37
437,Meru,KE,2022-04-29 19:39:40,0.0463,37.6559,60.66,88,43,5.7
438,Riverton,US,2022-04-29 19:35:07,40.5219,-111.9391,54.79,34,0,17.27
439,Klaebu,NO,2022-04-29 19:39:41,63.2976,10.4826,38.93,85,100,5.41
440,Jiwani,PK,2022-04-29 19:39:41,25.05,61.7417,84.74,77,0,14.85
441,Astoria,US,2022-04-29 19:37:20,46.1879,-123.8313,56.14,70,100,6.91
442,Boueni,YT,2022-04-29 19:39:42,-12.9025,45.0761,78.78,79,70,5.73
443,General Roca,AR,2022-04-29 19:39:42,-39.0333,-67.5833,64.62,23,100,15.41
444,Mvuma,ZW,2022-04-29 19:39:42,-19.2792,30.5283,52.95,79,5,5.37
445,Solo,PH,2022-04-29 19:39:43,13.7469,120.9012,79.43,84,100,11.01
446,Maxixe,MZ,2022-04-29 19:39:43,-23.8597,35.3472,66.02,94,0,0.0
447,Songwa,TZ,2022-04-29 19:39:44,-3.5167,33.5167,69.3,80,100,4.29
448,Viedma,AR,2022-04-29 19:39:44,-40.8135,-62.9967,55.94,24,96,6.51
449,Pangai,TO,2022-04-29 19:39:44,-19.8,-174.35,80.37,81,89,24.56
450,Arman,RU,2022-04-29 19:39:45,59.7,150.1667,28.31,70,4,13.06
451,Kota Belud,MY,2022-04-29 19:39:45,6.351,116.4305,76.51,87,100,3.65
452,Nyurba,RU,2022-04-29 19:39:46,63.2842,118.3319,26.56,93,65,5.57
453,Buala,SB,2022-04-29 19:39:46,-8.145,159.5921,79.97,83,100,3.06
454,Chumikan,RU,2022-04-29 19:39:46,54.7183,135.315,24.01,85,97,5.66
455,Petropavlovsk-Kamchatskiy,RU,2022-04-29 19:40:47,53.0452,158.6483,32.59,80,20,6.71
456,Narasannapeta,IN,2022-04-29 19:40:47,18.4167,84.05,80.01,89,7,7.65
457,Xining,CN,2022-04-29 19:40:48,36.6167,101.7667,33.48,96,100,4.65
458,Chodavaram,IN,2022-04-29 19:40:48,17.8333,82.95,84.04,80,54,4.23
459,Rio Gallegos,AR,2022-04-29 19:38:34,-51.6226,-69.2181,46.45,53,0,11.5
460,Gamba,GA,2022-04-29 19:40:48,-2.65,10.0,79.12,85,100,3.76
461,Srednekolymsk,RU,2022-04-29 19:40:49,67.45,153.6833,9.82,97,100,1.48
462,Nirsa,IN,2022-04-29 19:40:49,23.7833,86.7167,81.36,76,4,2.8
463,Sisimiut,GL,2022-04-29 19:40:50,66.9395,-53.6735,18.59,70,64,30.85
464,Baijiantan,CN,2022-04-29 19:40:50,45.6333,85.1833,61.03,20,0,8.19
465,Moerai,PF,2022-04-29 19:40:50,-22.4333,-151.3333,78.55,76,19,16.62
466,Los Llanos De Aridane,ES,2022-04-29 19:40:51,28.6585,-17.9182,64.15,87,20,12.66
467,Vao,NC,2022-04-29 19:40:51,-22.6667,167.4833,73.72,72,100,26.8
468,Morshansk,RU,2022-04-29 19:40:52,53.4435,41.8107,39.36,81,34,5.3
469,Lagunas,PE,2022-04-29 19:40:52,-5.2269,-75.6753,81.34,89,100,3.18
470,Tibati,CM,2022-04-29 19:40:52,6.4667,12.6333,67.44,94,85,3.6
471,Kachug,RU,2022-04-29 19:40:53,53.9606,105.8817,41.72,89,100,3.0
472,Mao,ES,2022-04-29 19:40:53,39.8885,4.2658,55.96,76,0,8.05
473,Lompoc,US,2022-04-29 19:40:54,34.6391,-120.4579,83.01,52,0,23.02
474,Tsogni,GA,2022-04-29 19:40:54,-2.7942,10.0988,78.4,86,100,3.38
475,Paamiut,GL,2022-04-29 19:40:54,61.994,-49.6678,32.32,99,100,13.71
476,Cabedelo,BR,2022-04-29 19:40:55,-6.9811,-34.8339,79.47,74,100,10.25
477,Mangai,CD,2022-04-29 19:40:55,-4.05,19.5333,69.51,98,99,3.33
478,Sao Sebastiao,BR,2022-04-29 19:40:55,-23.76,-45.4097,73.44,94,94,5.35
479,Pasighat,IN,2022-04-29 19:40:56,28.0667,95.3333,69.3,87,100,8.5
480,Almenara,BR,2022-04-29 19:40:56,-16.1836,-40.6944,77.29,67,91,2.21
481,Santa Maria,BR,2022-04-29 19:38:11,-29.6842,-53.8069,65.5,55,20,8.05
482,Staryy Nadym,RU,2022-04-29 19:40:57,65.6118,72.6842,14.7,87,7,9.98
483,Weligama,LK,2022-04-29 19:40:57,5.9667,80.4167,81.68,84,100,7.45
484,Alcazar De San Juan,ES,2022-04-29 19:40:58,39.3901,-3.2083,64.2,52,38,6.93
485,Lasa,IT,2022-04-29 19:40:58,46.6166,10.7002,54.48,84,100,1.7
486,Mombetsu,JP,2022-04-29 19:40:58,44.3525,143.3525,35.11,49,45,6.53
487,Antofagasta,CL,2022-04-29 19:36:03,-23.65,-70.4,65.48,67,100,6.35
488,Katobu,ID,2022-04-29 19:40:59,-4.9408,122.5276,74.97,95,27,3.53
489,Troy,US,2022-04-29 19:38:34,42.6056,-83.1499,60.04,35,0,8.05
490,Rocha,UY,2022-04-29 19:40:59,-34.4833,-54.3333,56.66,59,33,7.23
491,Aykhal,RU,2022-04-29 19:41:00,66.0,111.5,33.98,98,100,15.1
492,Xichang,CN,2022-04-29 19:41:00,27.8964,102.2634,59.7,81,52,3.85
493,Ketchikan,US,2022-04-29 19:41:01,55.3422,-131.6461,52.27,54,40,9.22
494,Bilma,NE,2022-04-29 19:41:01,18.6853,12.9164,92.84,6,87,7.92
495,Doka,SD,2022-04-29 19:41:02,13.5167,35.7667,91.35,12,5,9.71
496,Ngama,TD,2022-04-29 19:41:02,11.7833,17.1667,92.95,34,86,6.71
497,Pavilosta,LV,2022-04-29 19:41:03,56.8879,21.1859,40.91,74,35,8.3
498,Oranjemund,NA,2022-04-29 19:41:03,-28.55,16.4333,53.83,83,0,5.66
499,Egvekinot,RU,2022-04-29 19:41:04,66.3167,-179.1667,21.42,87,28,6.69
500,Rio Grande,BR,2022-04-29 19:41:04,-32.035,-52.0986,66.31,63,0,7.38
501,Sablan,PH,2022-04-29 19:42:05,16.493,120.4954,72.21,82,100,3.62
502,Octeville,FR,2022-04-29 19:42:05,49.6261,-1.6435,48.69,76,20,6.91
503,Rawson,AR,2022-04-29 19:40:54,-43.3002,-65.1023,53.55,28,86,3.69
504,Vila Velha,BR,2022-04-29 19:42:06,-20.3297,-40.2925,84.15,75,0,14.97
505,Ola,RU,2022-04-29 19:42:06,59.5833,151.2833,29.93,66,10,11.21
506,Fairview,US,2022-04-29 19:40:35,40.8126,-73.999,64.24,15,0,20.71
507,Gobabis,NA,2022-04-29 19:42:07,-22.45,18.9667,64.08,54,47,3.65
508,Tautira,PF,2022-04-29 19:42:07,-17.7333,-149.15,80.15,76,9,22.84
509,Shimoda,JP,2022-04-29 19:42:07,34.6667,138.95,50.11,83,100,15.03
510,Bollnas,SE,2022-04-29 19:42:08,61.3482,16.3946,37.38,69,27,2.89
511,Bonthe,SL,2022-04-29 19:42:08,7.5264,-12.505,81.32,75,71,8.52
512,Ambilobe,MG,2022-04-29 19:42:09,-13.2,49.05,73.38,95,89,3.0
513,Plettenberg Bay,ZA,2022-04-29 19:42:09,-34.0527,23.3716,58.87,86,4,9.31
514,Lopukhiv,UA,2022-04-29 19:42:10,48.3653,23.9638,42.78,93,76,4.47
515,Prince Rupert,CA,2022-04-29 19:42:10,54.3161,-130.3201,51.89,58,0,5.75
516,Karacakoy,TR,2022-04-29 19:42:11,41.4029,28.3834,54.68,93,68,15.21
517,Samarai,PG,2022-04-29 19:42:11,-10.6167,150.6667,80.35,78,100,4.41
518,Kendari,ID,2022-04-29 19:42:12,-3.945,122.4989,76.1,93,100,1.61
519,Manikganj,BD,2022-04-29 19:42:12,23.8553,90.0125,84.18,76,0,6.91
520,Korla,CN,2022-04-29 19:42:12,41.7597,86.1469,55.9,40,0,2.42
521,Barreiras,BR,2022-04-29 19:42:13,-12.1528,-44.99,84.58,40,100,4.36
522,Guerrero Negro,MX,2022-04-29 19:42:13,27.9769,-114.0611,66.2,54,0,20.56
523,Havre,FR,2022-04-29 19:42:14,49.5833,0.3333,48.6,81,100,12.66
524,Port Augusta,AU,2022-04-29 19:42:14,-32.5,137.7667,57.83,79,100,9.26
525,Esperance,AU,2022-04-29 19:42:15,-33.8667,121.9,53.44,75,70,7.4
526,Vanimo,PG,2022-04-29 19:42:15,-2.6741,141.3028,77.7,87,100,4.43
527,Razole,IN,2022-04-29 19:42:16,16.4833,81.8333,79.41,94,31,2.39
528,Ezhou,CN,2022-04-29 19:42:16,30.4,114.8333,59.38,81,100,1.97
529,Koygorodok,RU,2022-04-29 19:42:17,60.445,50.9968,27.01,87,13,5.86
530,Klaksvik,FO,2022-04-29 19:42:17,62.2266,-6.589,47.32,80,100,3.65
531,Bridlington,GB,2022-04-29 19:42:05,54.0831,-0.1919,49.93,76,9,0.67
532,Manuk Mangkaw,PH,2022-04-29 19:42:18,4.8,119.85,84.06,71,97,3.96
533,Ust-Omchug,RU,2022-04-29 19:42:18,61.15,149.6333,12.11,96,67,4.16
534,Cortes,ES,2022-04-29 19:42:18,41.9395,-1.4396,68.05,67,60,11.18
535,Westport,US,2022-04-29 19:42:19,41.1415,-73.3579,63.28,15,0,17.27
536,Marawi,PH,2022-04-29 19:42:19,7.9986,124.2928,69.33,94,98,1.25
537,Hovd,MN,2022-04-29 19:42:20,48.0056,91.6419,43.95,26,0,1.52
538,Bardiyah,LY,2022-04-29 19:42:20,31.7561,25.0865,63.75,90,0,14.29
539,Huarmey,PE,2022-04-29 19:42:21,-10.0681,-78.1522,72.12,75,96,12.28
540,Lancaster,US,2022-04-29 19:42:21,40.2504,-76.2499,62.78,24,0,11.5
541,Abu Samrah,SY,2022-04-29 19:42:21,35.3029,37.1841,75.65,27,0,7.94
542,Sorland,NO,2022-04-29 19:42:22,67.667,12.6934,39.06,76,100,16.73
543,Puerto Madero,MX,2022-04-29 19:42:22,14.7208,-92.4215,86.47,63,35,8.81
544,Omboue,GA,2022-04-29 19:42:23,-1.5746,9.2618,78.64,88,100,3.29
545,Tynda,RU,2022-04-29 19:42:23,55.1667,124.7167,21.11,78,2,2.55
546,Eyl,SO,2022-04-29 19:43:23,7.9803,49.8164,83.7,73,21,10.11
547,Agirish,RU,2022-04-29 19:43:24,61.9247,63.0231,22.87,89,43,5.35
548,Saint-Georges,GD,2022-04-29 19:41:23,12.0564,-61.7485,83.88,84,20,20.71
549,Yoichi,JP,2022-04-29 19:43:24,43.2039,140.7703,43.0,51,0,3.24
550,Bay Saint Louis,US,2022-04-29 19:39:44,30.3088,-89.33,83.1,64,75,13.8
551,Sao Felix Do Xingu,BR,2022-04-29 19:43:25,-6.6447,-51.995,84.07,70,100,2.75
552,Sol-Iletsk,RU,2022-04-29 19:43:25,51.1631,54.9918,48.24,54,100,14.9
553,Xuddur,SO,2022-04-29 19:43:26,4.1213,43.8894,76.86,74,28,4.94
554,Yacuiba,BO,2022-04-29 19:43:26,-22.038,-63.6797,68.77,77,100,11.5
555,Kholmogory,RU,2022-04-29 19:43:27,64.2229,41.656,19.24,94,100,1.95
556,Usak,TR,2022-04-29 19:43:27,38.5,29.4167,58.89,74,100,6.93
557,Mezen,RU,2022-04-29 19:43:27,65.8522,44.24,15.1,89,62,5.44
558,Iquique,CL,2022-04-29 19:43:28,-20.2208,-70.1431,66.24,66,16,8.08
559,Hattiesburg,US,2022-04-29 19:39:19,31.3271,-89.2903,84.52,48,40,11.5
560,Berdigestyakh,RU,2022-04-29 19:43:28,62.0989,126.6992,15.58,96,34,3.13
561,Port Hardy,CA,2022-04-29 19:39:17,50.6996,-127.4199,51.98,66,75,14.97
562,Magadan,RU,2022-04-29 19:43:29,59.5667,150.8,30.36,68,7,10.65
563,Shangrao,CN,2022-04-29 19:43:29,28.4532,117.9686,57.56,91,100,3.2
564,Fuxin,CN,2022-04-29 19:43:30,42.0156,121.6589,46.4,35,75,14.07
565,Port-Gentil,GA,2022-04-29 19:43:30,-0.7193,8.7815,80.56,89,20,3.44
566,Komsomolskiy,UZ,2022-04-29 19:43:30,40.4272,71.7189,70.52,56,40,6.91
